OA22CD,DZ22CD,DZ22NM,IZ22CD,IZ22NM,LAD24CD,LAD24NM
S00145983,S01015126,"Clackmannan, Kennet and Forestmill - 04",S02002802,"Clackmannan, Kennet and Forestmill",S12000005,Clackmannanshire
S00145989,S01015126,"Clackmannan, Kennet and Forestmill - 04",S02002802,"Clackmannan, Kennet and Forestmill",S12000005,Clackmannanshire
S00146011,S01015127,"Clackmannan, Kennet and Forestmill - 05",S02002802,"Clackmannan, Kennet and Forestmill",S12000005,Clackmannanshire
S00146007,S01015127,"Clackmannan, Kennet and Forestmill - 05",S02002802,"Clackmannan, Kennet and Forestmill",S12000005,Clackmannanshire
S00146002,S01015127,"Clackmannan, Kennet and Forestmill - 05",S02002802,"Clackmannan, Kennet and Forestmill",S12000005,Clackmannanshire
S00145997,S01015127,"Clackmannan, Kennet and Forestmill - 05",S02002802,"Clackmannan, Kennet and Forestmill",S12000005,Clackmannanshire
S00146000,S01015127,"Clackmannan, Kennet and Forestmill - 05",S02002802,"Clackmannan, Kennet and Forestmill",S12000005,Clackmannanshire
S00145996,S01015127,"Clackmannan, Kennet and Forestmill - 05",S02002802,"Clackmannan, Kennet and Forestmill",S12000005,Clackmannanshire
S00146004,S01015127,"Clackmannan, Kennet and Forestmill - 05",S02002802,"Clackmannan, Kennet and Forestmill",S12000005,Clackmannanshire
S00145965,S01015127,"Clackmannan, Kennet and Forestmill - 05",S02002802,"Clackmannan, Kennet and Forestmill",S12000005,Clackmannanshire
S00146001,S01015128,"Clackmannan, Kennet and Forestmill - 06",S02002802,"Clackmannan, Kennet and Forestmill",S12000005,Clackmannanshire
S00146009,S01015128,"Clackmannan, Kennet and Forestmill - 06",S02002802,"Clackmannan, Kennet and Forestmill",S12000005,Clackmannanshire
S00146014,S01015128,"Clackmannan, Kennet and Forestmill - 06",S02002802,"Clackmannan, Kennet and Forestmill",S12000005,Clackmannanshire
S00145979,S01015129,"Clackmannan, Kennet and Forestmill - 07",S02002802,"Clackmannan, Kennet and Forestmill",S12000005,Clackmannanshire
S00145987,S01015129,"Clackmannan, Kennet and Forestmill - 07",S02002802,"Clackmannan, Kennet and Forestmill",S12000005,Clackmannanshire
S00145988,S01015129,"Clackmannan, Kennet and Forestmill - 07",S02002802,"Clackmannan, Kennet and Forestmill",S12000005,Clackmannanshire
S00145978,S01015129,"Clackmannan, Kennet and Forestmill - 07",S02002802,"Clackmannan, Kennet and Forestmill",S12000005,Clackmannanshire
S00145968,S01015129,"Clackmannan, Kennet and Forestmill - 07",S02002802,"Clackmannan, Kennet and Forestmill",S12000005,Clackmannanshire
S00145972,S01015129,"Clackmannan, Kennet and Forestmill - 07",S02002802,"Clackmannan, Kennet and Forestmill",S12000005,Clackmannanshire
S00145760,S01015130,Sauchie - 01,S02002803,Sauchie,S12000005,Clackmannanshire
S00145847,S01015130,Sauchie - 01,S02002803,Sauchie,S12000005,Clackmannanshire
S00145849,S01015130,Sauchie - 01,S02002803,Sauchie,S12000005,Clackmannanshire
S00145857,S01015130,Sauchie - 01,S02002803,Sauchie,S12000005,Clackmannanshire
S00145858,S01015131,Sauchie - 02,S02002803,Sauchie,S12000005,Clackmannanshire
S00145865,S01015131,Sauchie - 02,S02002803,Sauchie,S12000005,Clackmannanshire
S00145873,S01015131,Sauchie - 02,S02002803,Sauchie,S12000005,Clackmannanshire
S00145870,S01015131,Sauchie - 02,S02002803,Sauchie,S12000005,Clackmannanshire
S00145863,S01015131,Sauchie - 02,S02002803,Sauchie,S12000005,Clackmannanshire
S00145868,S01015131,Sauchie - 02,S02002803,Sauchie,S12000005,Clackmannanshire
S00145882,S01015131,Sauchie - 02,S02002803,Sauchie,S12000005,Clackmannanshire
S00145838,S01015132,Sauchie - 03,S02002803,Sauchie,S12000005,Clackmannanshire
S00145829,S01015132,Sauchie - 03,S02002803,Sauchie,S12000005,Clackmannanshire
S00145843,S01015132,Sauchie - 03,S02002803,Sauchie,S12000005,Clackmannanshire
S00145851,S01015132,Sauchie - 03,S02002803,Sauchie,S12000005,Clackmannanshire
S00145854,S01015132,Sauchie - 03,S02002803,Sauchie,S12000005,Clackmannanshire
S00145860,S01015132,Sauchie - 03,S02002803,Sauchie,S12000005,Clackmannanshire
S00145862,S01015132,Sauchie - 03,S02002803,Sauchie,S12000005,Clackmannanshire
S00145802,S01015133,Sauchie - 04,S02002803,Sauchie,S12000005,Clackmannanshire
S00145835,S01015133,Sauchie - 04,S02002803,Sauchie,S12000005,Clackmannanshire
S00145801,S01015133,Sauchie - 04,S02002803,Sauchie,S12000005,Clackmannanshire
S00145774,S01015133,Sauchie - 04,S02002803,Sauchie,S12000005,Clackmannanshire
S00145827,S01015133,Sauchie - 04,S02002803,Sauchie,S12000005,Clackmannanshire
S00145817,S01015133,Sauchie - 04,S02002803,Sauchie,S12000005,Clackmannanshire
S00145812,S01015133,Sauchie - 04,S02002803,Sauchie,S12000005,Clackmannanshire
S00145844,S01015134,Sauchie - 05,S02002803,Sauchie,S12000005,Clackmannanshire
S00145814,S01015134,Sauchie - 05,S02002803,Sauchie,S12000005,Clackmannanshire
S00145828,S01015134,Sauchie - 05,S02002803,Sauchie,S12000005,Clackmannanshire
S00145813,S01015134,Sauchie - 05,S02002803,Sauchie,S12000005,Clackmannanshire
S00145842,S01015135,Sauchie - 06,S02002803,Sauchie,S12000005,Clackmannanshire
S00145837,S01015135,Sauchie - 06,S02002803,Sauchie,S12000005,Clackmannanshire
S00145831,S01015135,Sauchie - 06,S02002803,Sauchie,S12000005,Clackmannanshire
S00145826,S01015135,Sauchie - 06,S02002803,Sauchie,S12000005,Clackmannanshire
S00145825,S01015135,Sauchie - 06,S02002803,Sauchie,S12000005,Clackmannanshire
S00145866,S01015136,Sauchie - 07,S02002803,Sauchie,S12000005,Clackmannanshire
S00145875,S01015136,Sauchie - 07,S02002803,Sauchie,S12000005,Clackmannanshire
S00145839,S01015136,Sauchie - 07,S02002803,Sauchie,S12000005,Clackmannanshire
S00145861,S01015136,Sauchie - 07,S02002803,Sauchie,S12000005,Clackmannanshire
S00145850,S01015136,Sauchie - 07,S02002803,Sauchie,S12000005,Clackmannanshire
S00145885,S01015136,Sauchie - 07,S02002803,Sauchie,S12000005,Clackmannanshire
S00145890,S01015136,Sauchie - 07,S02002803,Sauchie,S12000005,Clackmannanshire
S00145924,S01015137,Alloa South and East - 01,S02002804,Alloa South and East,S12000005,Clackmannanshire
S00145913,S01015137,Alloa South and East - 01,S02002804,Alloa South and East,S12000005,Clackmannanshire
S00145917,S01015137,Alloa South and East - 01,S02002804,Alloa South and East,S12000005,Clackmannanshire
S00145925,S01015137,Alloa South and East - 01,S02002804,Alloa South and East,S12000005,Clackmannanshire
S00145920,S01015137,Alloa South and East - 01,S02002804,Alloa South and East,S12000005,Clackmannanshire
S00145916,S01015137,Alloa South and East - 01,S02002804,Alloa South and East,S12000005,Clackmannanshire
S00145935,S01015138,Alloa South and East - 02,S02002804,Alloa South and East,S12000005,Clackmannanshire
S00145937,S01015138,Alloa South and East - 02,S02002804,Alloa South and East,S12000005,Clackmannanshire
S00145932,S01015138,Alloa South and East - 02,S02002804,Alloa South and East,S12000005,Clackmannanshire
S00145929,S01015138,Alloa South and East - 02,S02002804,Alloa South and East,S12000005,Clackmannanshire
S00145927,S01015138,Alloa South and East - 02,S02002804,Alloa South and East,S12000005,Clackmannanshire
S00145930,S01015138,Alloa South and East - 02,S02002804,Alloa South and East,S12000005,Clackmannanshire
S00145922,S01015138,Alloa South and East - 02,S02002804,Alloa South and East,S12000005,Clackmannanshire
S00145958,S01015139,Alloa South and East - 03,S02002804,Alloa South and East,S12000005,Clackmannanshire
S00145970,S01015139,Alloa South and East - 03,S02002804,Alloa South and East,S12000005,Clackmannanshire
S00145976,S01015139,Alloa South and East - 03,S02002804,Alloa South and East,S12000005,Clackmannanshire
S00145981,S01015139,Alloa South and East - 03,S02002804,Alloa South and East,S12000005,Clackmannanshire
S00145939,S01015139,Alloa South and East - 03,S02002804,Alloa South and East,S12000005,Clackmannanshire
S00145950,S01015139,Alloa South and East - 03,S02002804,Alloa South and East,S12000005,Clackmannanshire
S00145955,S01015139,Alloa South and East - 03,S02002804,Alloa South and East,S12000005,Clackmannanshire
S00145975,S01015140,Alloa South and East - 04,S02002804,Alloa South and East,S12000005,Clackmannanshire
S00145973,S01015140,Alloa South and East - 04,S02002804,Alloa South and East,S12000005,Clackmannanshire
S00145959,S01015140,Alloa South and East - 04,S02002804,Alloa South and East,S12000005,Clackmannanshire
S00145974,S01015140,Alloa South and East - 04,S02002804,Alloa South and East,S12000005,Clackmannanshire
S00145986,S01015140,Alloa South and East - 04,S02002804,Alloa South and East,S12000005,Clackmannanshire
S00145985,S01015140,Alloa South and East - 04,S02002804,Alloa South and East,S12000005,Clackmannanshire
S00146006,S01015141,Alloa South and East - 05,S02002804,Alloa South and East,S12000005,Clackmannanshire
S00145992,S01015141,Alloa South and East - 05,S02002804,Alloa South and East,S12000005,Clackmannanshire
S00145991,S01015141,Alloa South and East - 05,S02002804,Alloa South and East,S12000005,Clackmannanshire
S00145998,S01015141,Alloa South and East - 05,S02002804,Alloa South and East,S12000005,Clackmannanshire
S00145982,S01015141,Alloa South and East - 05,S02002804,Alloa South and East,S12000005,Clackmannanshire
S00145990,S01015141,Alloa South and East - 05,S02002804,Alloa South and East,S12000005,Clackmannanshire
S00145971,S01015142,Alloa South and East - 06,S02002804,Alloa South and East,S12000005,Clackmannanshire
S00145962,S01015142,Alloa South and East - 06,S02002804,Alloa South and East,S12000005,Clackmannanshire
S00145966,S01015142,Alloa South and East - 06,S02002804,Alloa South and East,S12000005,Clackmannanshire
S00145944,S01015142,Alloa South and East - 06,S02002804,Alloa South and East,S12000005,Clackmannanshire
S00145940,S01015142,Alloa South and East - 06,S02002804,Alloa South and East,S12000005,Clackmannanshire
S00145945,S01015142,Alloa South and East - 06,S02002804,Alloa South and East,S12000005,Clackmannanshire
S00145956,S01015142,Alloa South and East - 06,S02002804,Alloa South and East,S12000005,Clackmannanshire
S00145961,S01015142,Alloa South and East - 06,S02002804,Alloa South and East,S12000005,Clackmannanshire
S00145969,S01015142,Alloa South and East - 06,S02002804,Alloa South and East,S12000005,Clackmannanshire
S00145947,S01015142,Alloa South and East - 06,S02002804,Alloa South and East,S12000005,Clackmannanshire
S00145926,S01015143,Alloa North - 01,S02002805,Alloa North,S12000005,Clackmannanshire
S00145909,S01015143,Alloa North - 01,S02002805,Alloa North,S12000005,Clackmannanshire
S00145907,S01015143,Alloa North - 01,S02002805,Alloa North,S12000005,Clackmannanshire
S00145914,S01015143,Alloa North - 01,S02002805,Alloa North,S12000005,Clackmannanshire
S00145891,S01015143,Alloa North - 01,S02002805,Alloa North,S12000005,Clackmannanshire
S00145908,S01015143,Alloa North - 01,S02002805,Alloa North,S12000005,Clackmannanshire
S00145915,S01015143,Alloa North - 01,S02002805,Alloa North,S12000005,Clackmannanshire
S00145921,S01015143,Alloa North - 01,S02002805,Alloa North,S12000005,Clackmannanshire
S00145910,S01015143,Alloa North - 01,S02002805,Alloa North,S12000005,Clackmannanshire
S00145888,S01015144,Alloa North - 02,S02002805,Alloa North,S12000005,Clackmannanshire
S00145883,S01015144,Alloa North - 02,S02002805,Alloa North,S12000005,Clackmannanshire
S00145901,S01015144,Alloa North - 02,S02002805,Alloa North,S12000005,Clackmannanshire
S00145897,S01015144,Alloa North - 02,S02002805,Alloa North,S12000005,Clackmannanshire
S00145878,S01015144,Alloa North - 02,S02002805,Alloa North,S12000005,Clackmannanshire
S00145874,S01015145,Alloa North - 03,S02002805,Alloa North,S12000005,Clackmannanshire
S00145848,S01015145,Alloa North - 03,S02002805,Alloa North,S12000005,Clackmannanshire
S00145869,S01015145,Alloa North - 03,S02002805,Alloa North,S12000005,Clackmannanshire
S00145853,S01015145,Alloa North - 03,S02002805,Alloa North,S12000005,Clackmannanshire
S00145881,S01015145,Alloa North - 03,S02002805,Alloa North,S12000005,Clackmannanshire
S00145887,S01015145,Alloa North - 03,S02002805,Alloa North,S12000005,Clackmannanshire
S00145876,S01015146,Alloa North - 04,S02002805,Alloa North,S12000005,Clackmannanshire
S00145899,S01015146,Alloa North - 04,S02002805,Alloa North,S12000005,Clackmannanshire
S00145884,S01015146,Alloa North - 04,S02002805,Alloa North,S12000005,Clackmannanshire
S00145902,S01015146,Alloa North - 04,S02002805,Alloa North,S12000005,Clackmannanshire
S00145896,S01015146,Alloa North - 04,S02002805,Alloa North,S12000005,Clackmannanshire
S00145895,S01015146,Alloa North - 04,S02002805,Alloa North,S12000005,Clackmannanshire
S00145905,S01015147,Alloa North - 05,S02002805,Alloa North,S12000005,Clackmannanshire
S00145892,S01015147,Alloa North - 05,S02002805,Alloa North,S12000005,Clackmannanshire
S00145893,S01015147,Alloa North - 05,S02002805,Alloa North,S12000005,Clackmannanshire
S00145871,S01015148,Alloa North - 06,S02002805,Alloa North,S12000005,Clackmannanshire
S00145894,S01015148,Alloa North - 06,S02002805,Alloa North,S12000005,Clackmannanshire
S00145879,S01015148,Alloa North - 06,S02002805,Alloa North,S12000005,Clackmannanshire
S00145872,S01015148,Alloa North - 06,S02002805,Alloa North,S12000005,Clackmannanshire
S00145833,S01015149,Alloa North - 07,S02002805,Alloa North,S12000005,Clackmannanshire
S00145852,S01015149,Alloa North - 07,S02002805,Alloa North,S12000005,Clackmannanshire
S00145856,S01015149,Alloa North - 07,S02002805,Alloa North,S12000005,Clackmannanshire
S00145859,S01015149,Alloa North - 07,S02002805,Alloa North,S12000005,Clackmannanshire
S00145841,S01015150,Alloa North - 08,S02002805,Alloa North,S12000005,Clackmannanshire
S00145840,S01015150,Alloa North - 08,S02002805,Alloa North,S12000005,Clackmannanshire
S00145846,S01015150,Alloa North - 08,S02002805,Alloa North,S12000005,Clackmannanshire
S00145821,S01015150,Alloa North - 08,S02002805,Alloa North,S12000005,Clackmannanshire
S00145845,S01015151,Alloa North - 09,S02002805,Alloa North,S12000005,Clackmannanshire
S00145886,S01015151,Alloa North - 09,S02002805,Alloa North,S12000005,Clackmannanshire
S00145877,S01015151,Alloa North - 09,S02002805,Alloa North,S12000005,Clackmannanshire
S00145864,S01015151,Alloa North - 09,S02002805,Alloa North,S12000005,Clackmannanshire
S00145900,S01015151,Alloa North - 09,S02002805,Alloa North,S12000005,Clackmannanshire
S00145889,S01015151,Alloa North - 09,S02002805,Alloa North,S12000005,Clackmannanshire
S00145918,S01015152,Alloa West - 01,S02002806,Alloa West,S12000005,Clackmannanshire
S00145906,S01015152,Alloa West - 01,S02002806,Alloa West,S12000005,Clackmannanshire
S00145911,S01015152,Alloa West - 01,S02002806,Alloa West,S12000005,Clackmannanshire
S00145904,S01015152,Alloa West - 01,S02002806,Alloa West,S12000005,Clackmannanshire
S00145903,S01015152,Alloa West - 01,S02002806,Alloa West,S12000005,Clackmannanshire
S00145898,S01015152,Alloa West - 01,S02002806,Alloa West,S12000005,Clackmannanshire
S00145928,S01015153,Alloa West - 02,S02002806,Alloa West,S12000005,Clackmannanshire
S00145931,S01015153,Alloa West - 02,S02002806,Alloa West,S12000005,Clackmannanshire
S00145923,S01015153,Alloa West - 02,S02002806,Alloa West,S12000005,Clackmannanshire
S00145919,S01015153,Alloa West - 02,S02002806,Alloa West,S12000005,Clackmannanshire
S00145912,S01015153,Alloa West - 02,S02002806,Alloa West,S12000005,Clackmannanshire
S00145938,S01015154,Alloa West - 03,S02002806,Alloa West,S12000005,Clackmannanshire
S00145951,S01015154,Alloa West - 03,S02002806,Alloa West,S12000005,Clackmannanshire
S00145936,S01015154,Alloa West - 03,S02002806,Alloa West,S12000005,Clackmannanshire
S00145953,S01015154,Alloa West - 03,S02002806,Alloa West,S12000005,Clackmannanshire
S00145952,S01015154,Alloa West - 03,S02002806,Alloa West,S12000005,Clackmannanshire
S00145963,S01015154,Alloa West - 03,S02002806,Alloa West,S12000005,Clackmannanshire
S00145941,S01015154,Alloa West - 03,S02002806,Alloa West,S12000005,Clackmannanshire
S00145934,S01015154,Alloa West - 03,S02002806,Alloa West,S12000005,Clackmannanshire
S00145948,S01015155,Alloa West - 04,S02002806,Alloa West,S12000005,Clackmannanshire
S00145949,S01015155,Alloa West - 04,S02002806,Alloa West,S12000005,Clackmannanshire
S00145933,S01015155,Alloa West - 04,S02002806,Alloa West,S12000005,Clackmannanshire
S00145946,S01015155,Alloa West - 04,S02002806,Alloa West,S12000005,Clackmannanshire
S00145943,S01015155,Alloa West - 04,S02002806,Alloa West,S12000005,Clackmannanshire
S00145954,S01015156,Alloa West - 05,S02002806,Alloa West,S12000005,Clackmannanshire
S00145964,S01015156,Alloa West - 05,S02002806,Alloa West,S12000005,Clackmannanshire
S00145960,S01015156,Alloa West - 05,S02002806,Alloa West,S12000005,Clackmannanshire
S00145957,S01015156,Alloa West - 05,S02002806,Alloa West,S12000005,Clackmannanshire
S00145967,S01015156,Alloa West - 05,S02002806,Alloa West,S12000005,Clackmannanshire
S00145942,S01015156,Alloa West - 05,S02002806,Alloa West,S12000005,Clackmannanshire
S00147044,S01015157,Stranraer West - 01,S02002807,Stranraer West,S12000006,Dumfries and Galloway
S00147039,S01015157,Stranraer West - 01,S02002807,Stranraer West,S12000006,Dumfries and Galloway
S00147009,S01015157,Stranraer West - 01,S02002807,Stranraer West,S12000006,Dumfries and Galloway
S00147033,S01015157,Stranraer West - 01,S02002807,Stranraer West,S12000006,Dumfries and Galloway
S00147030,S01015157,Stranraer West - 01,S02002807,Stranraer West,S12000006,Dumfries and Galloway
S00147075,S01015158,Stranraer West - 02,S02002807,Stranraer West,S12000006,Dumfries and Galloway
S00147063,S01015158,Stranraer West - 02,S02002807,Stranraer West,S12000006,Dumfries and Galloway
S00147073,S01015158,Stranraer West - 02,S02002807,Stranraer West,S12000006,Dumfries and Galloway
S00147081,S01015158,Stranraer West - 02,S02002807,Stranraer West,S12000006,Dumfries and Galloway
S00147094,S01015158,Stranraer West - 02,S02002807,Stranraer West,S12000006,Dumfries and Galloway
S00147085,S01015158,Stranraer West - 02,S02002807,Stranraer West,S12000006,Dumfries and Galloway
S00147079,S01015159,Stranraer West - 03,S02002807,Stranraer West,S12000006,Dumfries and Galloway
S00147056,S01015159,Stranraer West - 03,S02002807,Stranraer West,S12000006,Dumfries and Galloway
S00147049,S01015159,Stranraer West - 03,S02002807,Stranraer West,S12000006,Dumfries and Galloway
S00147093,S01015159,Stranraer West - 03,S02002807,Stranraer West,S12000006,Dumfries and Galloway
S00147122,S01015160,Stranraer West - 04,S02002807,Stranraer West,S12000006,Dumfries and Galloway
S00147115,S01015160,Stranraer West - 04,S02002807,Stranraer West,S12000006,Dumfries and Galloway
S00147098,S01015160,Stranraer West - 04,S02002807,Stranraer West,S12000006,Dumfries and Galloway
